2017 Feb 28,86
2017 Mar 01,84
2017 Mar 02,94
2017 Mar 03,95
2017 Mar 04,88
2017 Mar 05,90
2017 Mar 06,79
2017 Mar 07,85
2017 Mar 08,88
2017 Mar 09,95
2017 Mar 10,100
2017 Mar 10,78
2017 Mar 11,83
2017 Mar 12,74
2017 Mar 13,75
2017 Mar 14,82
2017 Mar 15,87
2017 Mar 16,96
2017 Mar 17,80
2017 Mar 18,78
2017 Mar 19,84
2017 Mar 20,71
2017 Mar 21,75
2017 Mar 22,88
2017 Mar 23,96
2017 Mar 24,79
