23/02/2017,79
24/02/2017,85
25/02/2017,100
26/02/2017,100
27/02/2017,83
28/02/2017,83
01/03/2017,79
02/03/2017,78
03/03/2017,82
04/03/2017,96
05/03/2017,97
06/03/2017,81
07/03/2017,79
08/03/2017,81
09/03/2017,78
10/03/2017,83
11/03/2017,97
12/03/2017,95
13/03/2017,81
14/03/2017,81
15/03/2017,79
16/03/2017,76
17/03/2017,81
18/03/2017,93
19/03/2017,94
20/03/2017,81
21/03/2017,79
